# US zip codes with centroid coordinates: zip,latitude,longitude,city,state
# Sorted by zip so lookups can binary search a fixed-width index.
# Derived from the area gem (MIT, Copyright 2012 Jonathan Vingiano),
# trimmed to the five columns this app uses. Regenerate with:
#   bundle exec rake zipcodes:build[/path/to/zipcodes.csv]
00210,43.005895,-71.013202,Portsmouth,NH
00211,43.005895,-71.013202,Portsmouth,NH
00212,43.005895,-71.013202,Portsmouth,NH
00213,43.005895,-71.013202,Portsmouth,NH
00214,43.005895,-71.013202,Portsmouth,NH
00215,43.005895,-71.013202,Portsmouth,NH
00501,40.922326,-72.637078,Holtsville,NY
00544,40.922326,-72.637078,Holtsville,NY
00601,18.180103,-66.74947,Adjuntas,PR
00602,18.363285,-67.18024,Aguada,PR
00603,18.448619,-67.13422,Aguadilla,PR
00604,18.498987,-67.13699,Aguadilla,PR
00605,18.465162,-67.141486,Aguadilla,PR
00606,18.182151,-66.9588,Maricao,PR
00607,18.256995,-66.104657,Aguas Buenas,PR
00609,18.142002,-66.273278,Aibonito,PR
00610,18.288319,-67.13604,Anasco,PR
00611,18.279531,-66.80217,Angeles,PR
00612,18.449732,-66.69879,Arecibo,PR
00613,18.458093,-66.732732,Arecibo,PR
00614,18.429675,-66.674506,Arecibo,PR
00615,17.96977,-66.061459,Arroyo,PR
00616,18.426748,-66.67669,Bajadero,PR
00617,18.455499,-66.55575,Barceloneta,PR
00618,18.185463,-66.305827,Barranquitas,PR
00622,18.003125,-67.16745,Boqueron,PR
00623,18.08643,-67.15222,Cabo Rojo,PR
00624,18.055399,-66.72602,Penuelas,PR
00625,18.232109,-66.039087,Caguas,PR
00626,18.235003,-66.037318,Caguas,PR
00627,18.435246,-66.85644,Camuy,PR
00631,18.186739,-66.85174,Castaner,PR
00633,18.194527,-66.183467,Cayey,PR
00634,18.111528,-66.177083,Cayey,PR
00635,18.262902,-65.646529,Ceiba,PR
00636,18.113284,-67.039706,Rosario,PR
00637,18.073078,-66.94864,Sabana Grande,PR
00638,18.308139,-66.49835,Ciales,PR
00639,18.176094,-66.158728,Cidra,PR
00640,18.077197,-66.359104,Coamo,PR
00641,18.268896,-66.70519,Utuado,PR
00643,18.341254,-66.315194,Corozal,PR
00644,18.049577,-66.55218,Coto Laurel,PR
00645,18.308508,-65.304732,Culebra,PR
00646,18.442798,-66.27689,Dorado,PR
00647,17.964529,-66.93993,Ensenada,PR
00648,18.333038,-65.656182,Fajardo,PR
00650,18.363331,-66.56773,Florida,PR
00652,18.457453,-66.61217,Garrochales,PR
00653,17.992112,-66.90097,Guanica,PR
00654,17.979518,-66.117219,Jobos,PR
00655,17.976371,-66.116795,Olimpo,PR
00656,18.038866,-66.79168,Guayanilla,PR
00658,18.254137,-65.973605,Gurabo,PR
00659,18.432956,-66.80039,Hatillo,PR
00660,18.139108,-67.12085,Hormigueros,PR
00661,18.150829,-65.826595,Humacao,PR
00662,18.478855,-67.01973,Isabela,PR
00664,18.212565,-66.59243,Jayuya,PR
00665,18.044224,-66.502103,Ponce,PR
00666,18.228952,-65.921356,Juncos,PR
00667,18.017819,-67.04226,Lajas,PR
00669,18.288418,-66.87503,Lares,PR
00670,18.241343,-66.97604,Las Marias,PR
00671,18.1789,-65.869939,Las Piedras,PR
00674,18.426137,-66.48697,Manati,PR
00676,18.37956,-67.08424,Moca,PR
00677,18.336121,-67.23675,Rincon,PR
00678,18.442334,-66.93275,Quebradillas,PR
00680,18.205232,-67.12655,Mayaguez,PR
00681,18.219023,-67.508068,Mayaguez,PR
00682,18.208402,-67.15428,Mayaguez,PR
00683,18.092807,-67.04524,San German,PR
00685,18.332595,-66.98104,San Sebastian,PR
00687,18.31708,-66.41528,Morovis,PR
00688,18.40415,-66.61348,Sabana Hoyos,PR
00690,18.495369,-67.09867,San Antonio,PR
00692,18.419666,-66.33186,Vega Alta,PR
00693,18.440667,-66.3921,Vega Baja,PR
00694,18.443109,-66.398302,Vega Baja,PR
00698,18.06547,-66.85587,Yauco,PR
00703,18.246205,-66.12827,Aguas Buenas,PR
00704,17.970112,-66.22291,Aguirre,PR
00705,18.12942,-66.26541,Aibonito,PR
00707,18.014505,-65.91018,Maunabo,PR
00714,17.987288,-66.05552,Arroyo,PR
00715,18.003492,-66.55868,Mercedita,PR
00716,17.999066,-66.59965,Ponce,PR
00717,18.004303,-66.61374,Ponce,PR
00718,18.22048,-65.74293,Naguabo,PR
00719,18.294571,-66.25098,Naranjito,PR
00720,18.217827,-66.42265,Orocovis,PR
00721,18.364161,-65.778288,Palmer,PR
00723,18.023196,-66.0131,Patillas,PR
00725,18.233927,-66.04502,Caguas,PR
00726,18.212965,-66.058033,Caguas,PR
00728,18.013353,-66.65218,Ponce,PR
00729,18.35615,-65.89089,Canovanas,PR
00730,18.022626,-66.61727,Ponce,PR
00731,18.077329,-66.61192,Ponce,PR
00732,18.021781,-66.613742,Ponce,PR
00733,18.019331,-66.619165,Ponce,PR
00734,17.999499,-66.643934,Ponce,PR
00735,18.258444,-65.65987,Ceiba,PR
00736,18.112895,-66.15377,Cayey,PR
00737,18.102967,-66.139274,Cayey,PR
00738,18.32265,-65.66116,Fajardo,PR
00739,18.16984,-66.16271,Cidra,PR
00740,18.331711,-65.62761,Puerto Real,PR
00741,18.160755,-65.75765,Punta Santiago,PR
00742,18.264872,-65.594769,Roosevelt Roads,PR
00744,18.206329,-65.743058,Rio Blanco,PR
00745,18.366213,-65.82277,Rio Grande,PR
00747,18.069474,-66.952589,Lluveras,PR
00748,18.326732,-65.652484,Fajardo,PR
00751,17.993803,-66.26534,Salinas,PR
